comment_id,episode,sentiment,intensity
hxoaf42,2,sad,
hxoaf42,2,angry,
hxoagq9,2,confused,
hxoagq9,2,suspicious,
hxoagwp,2,confused,
hxoagwp,2,impressed,
hxoangg,2,impressed,
hxoaqng,2,impressed,
hxoaw01,2,confused,
hxoaw01,2,amused,
hxob0rp,2,confused,
hxob0rp,2,scared,
hxob8y7,2,confused,
hxob8y7,2,concerned,
hxobfsv,2,confused,
hxobfsv,2,impressed,
hxof5m0,2,curious,
hxof5m0,2,confused,
hxogjqn,2,confused,
hxoi882,2,confused,
hxoi882,2,impressed,
hxoqh8e,2,confused,
hxoqh8e,2,impressed,
hxorw6o,2,confused,
hxorw6o,2,impressed,
hxotg9n,2,confused,
hxotg9n,2,impressed,
hxoulb3,2,confused,
hxoulb3,2,curious,
hxoulb3,2,excited,
hxowi2s,2,impressed,
hxowi2s,2,excited,
hxox42p,2,confused,
hxox42p,2,curious,
hxoxcol,2,confused,
hxoxcol,2,curious,
hxpu69j,2,excited,
hxpu69j,2,confused,
hxpuskb,2,confused,
hxpuskb,2,impressed,
hxpwxh1,2,confused,
hxpxi6a,2,excited,
hxpxi6a,2,impressed,
hxq3vy5,2,confused,
hxqnz1d,2,confused,
hxqpuhl,2,impressed,
hxqsw27,2,confused,
hxqsw27,2,amused,
hxqw639,2,confused,
hxqw639,2,curious,
hxqwhm0,2,excited,
hxrhtf1,2,confused,
hxrhtf1,2,annoyed,
hxrm4sr,2,confused,
hxrm4sr,2,impressed,
hxrujb0,2,excited,
hxs12eh,2,confused,
hxs12eh,2,curious,
hxs22c0,2,confused,
hxs22c0,2,curious,
hxs2jzq,2,confused,
hxs2jzq,2,disappointed,
hxs2otq,2,concerned,
hxs2otq,2,curious,
hxsajrf,2,confused,
hxsajrf,2,excited,
hxsbqrd,2,confused,
hxseb9r,2,excited,
hxseb9r,2,nervous,
hxsebvg,2,impressed,
hxsebvg,2,confused,
hxsfcpl,2,confused,
hxsj0q1,2,amused,
hxsj0q1,2,confused,
hxsjfwa,2,confused,
hxsjfwa,2,amused,
hxsjvkf,2,confused,
hxsjvkf,2,excited,
hxsmcqr,2,shocked,
hxsmcqr,2,excited,
hxsmcqr,2,confused,
hxt8a0s,2,confused,
hxtcxlq,2,confused,
hxtcxlq,2,impressed,
hxtd6g2,2,confused,
hxtd6g2,2,amused,
hxtde63,2,confused,
hxtde63,2,impressed,
hxtdndk,2,confused,
hxtdndk,2,curious,
hxtdthn,2,excited,
hxtdthn,2,impressed,
hxte9wu,2,confused,
hxte9wu,2,impressed,
hxthj63,2,impressed,
hxtsk0j,2,impressed,
hxtt65j,2,confused,
hxtt65j,2,impressed,
hxuoixm,2,confused,
hxuoixm,2,impressed,
hxuphbs,2,confused,
hxuphbs,2,impressed,
hxupkvk,2,confused,
hxupw2b,2,confused,
hxuq5k9,2,sad,
hxuq5k9,2,confused,
hxuqfgt,2,confused,
hxurqt2,2,confused,
hxurqt2,2,impressed,
hxurqt2,2,angry,
hxuvv77,2,amused,
hxv5sla,2,confused,
hxvhu5i,2,confused,
hxvhu5i,2,scared,
hxvkwj4,2,confused,
hxvkwj4,2,impressed,
hxvrqjz,2,fascinated,
hxvrqjz,2,confused,
hxvrqjz,2,angry,
hxvsiyi,2,confused,
hxvsiyi,2,curious,
hxvspl5,2,confused,
hxvth9x,2,confused,
hxvth9x,2,curious,
hxvth9x,2,suspicious,
hxvtvwv,2,confused,
hxvutvg,2,confused,
hxvutvg,2,disappointed,
hxvva3p,2,confused,
hxvva3p,2,scared,
hxvxox3,2,confused,
hxvxox3,2,concerned,
hxvy2zf,2,confused,
hxvy2zf,2,curious,
hxvzkmi,2,confused,
hxvzkmi,2,impressed,
hxvzsmx,2,confused,
hxvzsmx,2,concerned,
hxw0c1j,2,confused,
hxw0c1j,2,curious,
hxw0ffg,2,confused,
hxw0ffg,2,impressed,
hxw69q7,2,impressed,
hxw751f,2,confused,
hxw8aio,2,confused,
hxw8aio,2,curious,
hxw9un2,2,confused,
hxw9un2,2,impressed,
hxwaq5r,2,excited,
hxwaq5r,2,impressed,
hxwc0o7,2,excited,
hxwc0o7,2,impressed,
hxwcb2i,2,confused,
hxwcb2i,2,impressed,
hxwe84n,2,confused,
hxwe84n,2,impressed,
hxwridy,2,confused,
hxwridy,2,curious,
hxx4ng3,2,excited,
hxx4ng3,2,impressed,
hxxbjzv,2,impressed,
hxxbjzv,2,confused,
hxxcx8q,2,confused,
hxxcx8q,2,impressed,
hxxdnrq,2,confused,
hxxg0kp,2,confused,
hxxg0kp,2,impressed,
hxxgn3o,2,confused,
hxxy6i3,2,confused,
hxxy6i3,2,impressed,
hxxy6uo,2,confused,
hxxy6uo,2,impressed,
hxxyvjt,2,sad,
hxxyvjt,2,confused,
hxy0250,2,confused,
hxy0250,2,impressed,
hxy0w0p,2,confused,
hxy0w0p,2,disappointed,
hxyqtu9,2,confused,
hxyqtu9,2,impressed,
hxzt85b,2,confused,
hy054d9,2,confused,
hy054d9,2,impressed,
hy09ou4,2,confused,
hy09ou4,2,angry,
hy0b1tp,2,confused,
hy0b1tp,2,impressed,
hy0q2kn,2,confused,
hy0q2kn,2,curious,
hy0r9o5,2,sad,
hy0rggb,2,confused,
hy0snur,2,confused,
hy1102j,2,confused,
hy1luib,2,confused,
hy1luib,2,impressed,
hy234jp,2,impressed,
hy244pp,2,confused,
hy244pp,2,impressed,
hy25d39,2,sad,
hy25d39,2,confused,
hy31x6y,2,excited,
hy31x6y,2,confused,
hy3ajip,2,confused,
hy3ajip,2,impressed,
hy3eytk,2,sad,
hy3eytk,2,confused,
hy3ouww,2,excited,
hy3ouww,2,impressed,
hy3spqk,2,impressed,
hy42q63,2,confused,
hy4h494,2,curious,
hy4h494,2,confused,
hy4vjio,2,confused,
hy4vjio,2,curious,
hy51o40,2,confused,
hy51o40,2,impressed,
hy5932s,2,excited,
hy5932s,2,impressed,
hy59dqi,2,confused,
hy59dqi,2,scared,
hy59x4p,2,confused,
hy59x4p,2,impressed,
hy5a0ni,2,confused,
hy5a0ni,2,scared,
hy5as35,2,curious,
hy5as35,2,hopeful,
hy5d54q,2,confused,
hy5d54q,2,impressed,
hy5fi55,2,excited,
hy5fi55,2,confused,
hy5fija,2,confused,
hy5fija,2,curious,
hy5gsky,2,confused,
hy5gsky,2,impressed,
hy5gzi7,2,confused,
hy5i5nb,2,confused,
hy5i5nb,2,excited,
hy5ipj9,2,confused,
hy5ipj9,2,impressed,
hy5j0tv,2,impressed,
hy5j0tv,2,confused,
hy5obx9,2,confused,
hy5obx9,2,impressed,
hy5p0zx,2,confused,
hy5p0zx,2,impressed,
hy5p8be,2,disappointed,
hy5p8be,2,annoyed,
hy5px3l,2,confused,
hy5px3l,2,excited,
hy5qhzn,2,impressed,
hy5rhxd,2,love,
hy5rhxd,2,excited,
hy5rhxd,2,curious,
hy5w8ij,2,confused,
hy5w8ij,2,impressed,
hy5wmrh,2,confused,
hy5wmrh,2,disappointed,
hy71azs,2,confused,
hy771oq,2,confused,
hy7l7i6,2,confused,
hy7l7i6,2,scared,
hy7mc9g,2,impressed,
hy7mc9g,2,thoughtful,
hy7n7k3,2,amused,
hy7n7k3,2,love,
hy7o35k,2,confused,
hy7o35k,2,impressed,
hy7oiad,2,suspicious,
hy7oiad,2,curious,
hy7pc7e,2,curious,
hy7pc7e,2,confused,
hy7t2js,2,confused,
hy7t2js,2,impressed,
hy83jct,2,love,
hy9d9ou,2,annoyed,
hy9i5dq,2,excited,
hy9i5dq,2,confused,
hybjrks,2,impressed,
hybjrks,2,excited,
hyci2l5,2,confused,
hyl9b6l,2,confused,
hym7c1z,2,confused,
hypcebz,2,confused,
hypcebz,2,impressed,
hyuclpe,2,confused,
hyuclpe,2,angry,
hyudvjh,2,confused,
hyudvjh,2,impressed,
hzxmvm8,2,confused,
hzxmvm8,2,amused,
i0jn00r,2,impressed,
i0jn00r,2,curious,
i2dts9l,2,confused,
i2swvcv,2,confused,
i2swvcv,2,scared,
i3ju88z,2,confused,
i3ju88z,2,curious,
i3u49gj,2,confused,
i3u49gj,2,impressed,
i41w7ay,2,impressed,
i4dljwq,2,confused,
i4dljwq,2,curious,
i4ety5f,2,confused,
i4ety5f,2,impressed,
i4kqyai,2,confused,
i4kqyai,2,impressed,
i4vukz7,2,confused,
i51uz9h,2,confused,
i51uz9h,2,annoyed,
i5ice92,2,confused,
i5ice92,2,impressed,
i5iorep,2,impressed,
i5jnig8,2,amused,
i6cq9yx,2,confused,
i7dpjml,2,impressed,
i87or1p,2,amused,
i87or1p,2,confused,
iclpq94,2,confused,
iclpq94,2,excited,
icp2xb0,2,impressed,
idw1h5y,2,confused,
idw1h5y,2,impressed,
idyqmg5,2,concerned,
idyqmg5,2,worried,
if14gtm,2,confused,
if14gtm,2,scared,
ikb316x,2,confused,
ikcq1f2,2,confused,
ikcq1f2,2,impressed,
imh14eb,2,confused,
ip5rttt,2,confused,
ip5rttt,2,impressed,
ipxjv0k,2,confused,
ipxjv0k,2,impressed,
isi03u9,2,confused,
isi03u9,2,curious,
it1qgt7,2,confused,
it1qgt7,2,impressed,
iubf1xi,2,sad,
iubf1xi,2,disappointed,
iubfr1z,2,confused,
iubfr1z,2,impressed,
ivf6ioc,2,confused,
ivf81j0,2,confused,
j16r0et,2,shocked,
j16r0et,2,confused,
j16r0et,2,amused,
j1qxamx,2,impressed,
j1qxamx,2,excited,
hybub4r,3,excited,
hybx465,3,excited,
hybx465,3,impressed,
hybym1d,3,confused,
hyc0i4n,3,excited,
hyc0isg,3,nostalgic,
hyc0isg,3,disappointed,
hyc1koj,3,confused,
hyc1yrj,3,impressed,
hyc22ol,3,confused,
hyc22ol,3,shocked,
hyc2krq,3,excited,
hyc2krq,3,impressed,
hyc2woh,3,confused,
hyc32hm,3,confused,
hyc3b2h,3,confused,
hyc3b2h,3,curious,
hyc3ebe,3,confused,
hyc3z3a,3,curious,
hyc3z3a,3,speculative,
hyc43yf,3,excited,
hyc43yf,3,impressed,
hyc46wf,3,curious,
hyc46wf,3,intrigued,
hyc4bev,3,confused,
hyc4bev,3,curious,
hyc4tun,3,shocked,
hyc4tun,3,confused,
hyc4tun,3,sad,
hyc53bv,3,confused,
hyc57fz,3,confused,
hyc57fz,3,impressed,
hyc5jxs,3,confused,
hyc6a23,3,impressed,
hyc79uw,3,shocked,
hyc79uw,3,impressed,
hyc7y9x,3,excited,
hyc8alq,3,confused,
hyc8alq,3,sad,
hyc8csr,3,impressed,
hyc8zv1,3,confused,
hyc8zv1,3,excited,
hycaa24,3,confused,
hycaa24,3,thoughtful,
hycb7oz,3,confused,
hycb7oz,3,curious,
hycblei,3,confused,
hycblei,3,impressed,
hyccqr9,3,confused,
hyccqr9,3,curious,
hycdbuy,3,confused,
hycdbuy,3,impressed,
hycdhh1,3,confused,
hycdhh1,3,amused,
hycdm1q,3,confused,
hycdm1q,3,impressed,
hyce24o,3,confused,
hyce24o,3,impressed,
hyceial,3,creeped out,
hyceial,3,confused,
hycexlq,3,confused,
hycexlq,3,impressed,
hycfeg4,3,amused,
hycfmf8,3,amused,
hycfmf8,3,impressed,
hycfpjt,3,confused,
hycfpjt,3,impressed,
hycg4cu,3,confused,
hycgau7,3,excited,
hycgau7,3,confused,
hycgrp2,3,shocked,
hycgrp2,3,amused,
hych95f,3,excited,
hych95f,3,impressed,
hychtmu,3,confused,
hychtmu,3,impressed,
hyciifu,3,confused,
hyciifu,3,curious,
hycjb8b,3,confused,
hycjb8b,3,impressed,
hycjd41,3,confused,
hycjd41,3,excited,
hycjoty,3,confused,
hycl317,3,confused,
hycl317,3,impressed,
hycl8bv,3,confused,
hycl8bv,3,impressed,
hyclio0,3,confused,
hyclio0,3,impressed,
hycm00v,3,confused,
hycm00v,3,curious,
hycm9z4,3,confused,
hycm9z4,3,curious,
hycmb4o,3,confused,
hycmb4o,3,annoyed,
hycmrqq,3,confused,
hycmrqq,3,curious,
hycmrwe,3,confused,
hycmrwe,3,excited,
hycms4k,3,confused,
hycms4k,3,curious,
hycmwlo,3,impressed,
hycn4w6,3,confused,
hycn4w6,3,concerned,
hycnbgb,3,confused,
hycns33,3,amused,
hyco68k,3,confused,
hyco68k,3,impressed,
hyco7nq,3,jealous,
hyco7nq,3,amused,
hycote8,3,confused,
hycoy9n,3,confused,
hycp5jn,3,confused,
hycphcw,3,confused,
hycpuxy,3,impressed,
hycq4l5,3,curious,
hycq4l5,3,confused,
hycqw7b,3,confused,
hycr6eb,3,confused,
hycs7ge,3,love,
hycs7ge,3,confused,
hycs7ge,3,impressed,
hyct3p9,3,confused,
hycthck,3,curious,
hycthck,3,intrigued,
hycu2x7,3,confused,
hycu2x7,3,curious,
hycu3r0,3,excited,
hycu3r0,3,confused,
hycu3r0,3,impressed,
hycub1q,3,confused,
hycuyov,3,confused,
hycuyov,3,curious,
hycuzgf,3,curious,
hycuzgf,3,excited,
hycwh26,3,confused,
hycwh26,3,concerned,
hycwnhd,3,confused,
hycwuul,3,confused,
hycx8jk,3,impressed,
hycxch8,3,confused,
hycxhbd,3,confused,
hycxhbd,3,impressed,
hycxi9q,3,scared,
hycxqlf,3,confused,
hycxqlf,3,curious,
hycya9r,3,confused,
hycya9r,3,curious,
hycycka,3,confused,
hycycka,3,impressed,
hycyepd,3,confused,
hycyepd,3,shocked,
hyczcea,3,confused,
hyczcea,3,curious,
hyczkde,3,confused,
hyczkde,3,disappointed,
hycztkk,3,confused,
hycztkk,3,curious,
hyd01e0,3,thoughtful,
hyd01e0,3,curious,
hyd01z3,3,love,
hyd08ko,3,confused,
hyd08ko,3,sad,
hyd0i94,3,confused,
hyd0i94,3,scared,
hyd1a77,3,confused,
hyd1a77,3,impressed,
hyd1xtq,3,confused,
hyd1xtq,3,impressed,
hyd1z71,3,confused,
hyd2zlb,3,curious,
hyd303u,3,confused,
hyd303u,3,amused,
hyd38rx,3,confused,
hyd3qcc,3,confused,
hyd3qcc,3,concerned,
hyd3ra1,3,worried,
hyd3ra1,3,hopeful,
hyd3urz,3,curious,
hyd3urz,3,intrigued,
hyd4vwl,3,confused,
hyd4vwl,3,curious,
hyd55yc,3,impressed,
hyd6sdr,3,confused,
hyd6sdr,3,impressed,
hyd8d1y,3,confused,
hyd8d1y,3,annoyed,
hyd937y,3,confused,
hyd937y,3,impressed,
hyd9ghl,3,confused,
hyd9ghl,3,impressed,
hydd8ym,3,confused,
hydd8ym,3,curious,
hyddmqp,3,confused,
hyddmqp,3,annoyed,
hyddvhw,3,sad,
hyddvhw,3,confused,
hyde6us,3,confused,
hyde6us,3,curious,
hyde6us,3,concerned,
hyde9cz,3,confused,
hyde9cz,3,curious,
hydekct,3,curious,
hydgjga,3,impressed,
hydgjga,3,excited,
hydgxoa,3,confused,
hydgxoa,3,impressed,
hydgz3i,3,confused,
hydgz3i,3,impressed,
hydi2en,3,disappointed,
hydiyvj,3,confused,
hydiyvj,3,annoyed,
hydj952,3,confused,
hydj952,3,interested,
hydjgvg,3,confused,
hydjsex,3,confused,
hydk8e9,3,confused,
hydk8e9,3,impressed,
hydk8kp,3,confused,
hydk8kp,3,impressed,
hydnexl,3,confused,
hydnexl,3,amused,
hydnpn9,3,confused,
hydoobq,3,impressed,
hydoobq,3,thoughtful,
hydot7y,3,impressed,
hydpmfi,3,confused,
hydqekf,3,amused,
hydqk20,3,amused,
hydtfbj,3,confused,
hydy2qx,3,impressed,
hye0bar,3,impressed,
hye0bar,3,curious,
hye0hlk,3,confused,
hye0hlk,3,curious,
hye0rvr,3,excited,
hye135b,3,impressed,
hye1inx,3,confused,
hye1oa5,3,confused,
hye1oa5,3,impressed,
hye3iof,3,confused,
hye3iof,3,curious,
hye4l7k,3,confused,
hye4l7k,3,curious,
hye5da3,3,confused,
hye5da3,3,impressed,
hye5r9h,3,worried,
hye5r9h,3,concerned,
hye6a9b,3,confused,
hye6a9b,3,impressed,
hye7v3q,3,confused,
hye7v3q,3,impressed,
hye8tct,3,confused,
hye8tct,3,excited,
hye8ybo,3,confused,
hyedehw,3,excited,
hyedehw,3,impressed,
hyeh3ph,3,curious,
hyehdj2,3,impressed,
hyehdj2,3,confused,
hyehqcd,3,confused,
hyejc5w,3,confused,
hyejc5w,3,intrigued,
hyejd27,3,confused,
hyejd27,3,curious,
hyejjcz,3,excited,
hyek40b,3,confused,
hyek40b,3,impressed,
hyeliu5,3,excited,
hyeliu5,3,impressed,
hyemlf2,3,confused,
hyena63,3,confused,
hyeo8x5,3,confused,
hyeoyfq,3,confused,
hyeoyfq,3,disappointed,
hyeoyfq,3,sad,
hyepfjg,3,confused,
hyepfjg,3,disappointed,
hyeqtd4,3,confused,
hyeqtd4,3,impressed,
hyer7gz,3,impressed,
hyes3tz,3,confused,
hyetvnx,3,confused,
hyeu4s7,3,confused,
hyeu4s7,3,disappointed,
hyeujc4,3,confused,
hyeva3q,3,shocked,
hyeva3q,3,confused,
hyeva3q,3,impressed,
hyevf7c,3,excited,
hyewi5d,3,shocked,
hyewv78,3,excited,
hyezvdp,3,confused,
hyf01pe,3,confused,
hyf01pe,3,sad,
hyf05xt,3,love,
hyf05xt,3,impressed,
hyf09ih,3,confused,
hyf2fbu,3,confused,
hyf2fbu,3,excited,
hyf2fbu,3,impressed,
hyf2mup,3,amused,
hyf3gnr,3,curious,
hyf3gnr,3,intrigued,
hyf53y0,3,confused,
hyf53y0,3,sad,
hyf5d8z,3,confused,
hyf5vgx,3,sad,
hyf5vgx,3,confused,
hyf5vgx,3,excited,
hyf7ryi,3,confused,
hyf7ryi,3,curious,
hyf8asu,3,sad,
hyf8asu,3,impressed,
hyf9xe3,3,confused,
hyf9xe3,3,scared,
hyfa3uu,3,confused,
hyfa3uu,3,curious,
hyfazc1,3,curious,
hyfazc1,3,speculative,
hyfbfj2,3,confused,
hyfbfj2,3,impressed,
hyfc9bg,3,confused,
hyfc9bg,3,curious,
hyfd879,3,excited,
hyfe609,3,scared,
hyfe609,3,sad,
hyfez0u,3,confused,
hyfez0u,3,impressed,
hyffdkl,3,confused,
hyffjpe,3,confused,
hyffjpe,3,impressed,
hyfgb2y,3,curious,
hyfgb2y,3,excited,
hyfh6lo,3,confused,
hyfh6lo,3,impressed,
hyfhjvh,3,confused,
hyfhjvh,3,sad,
hyfirwe,3,confused,
hyfirwe,3,amused,
hyfldlw,3,confused,
hyfnfmk,3,confused,
hyfsdsi,3,impressed,
hyftooa,3,amused,
hyfwyi3,3,impressed,
hyfydui,3,confused,
hyfydui,3,sad,
hyg05f9,3,confused,
hyg05f9,3,impressed,
hyg0ahi,3,confused,
hyg0ahi,3,impressed,
hyg0te8,3,amused,
hyg0x7b,3,confused,
hyg1fjm,3,impressed,
hyg2ela,3,confused,
hyg2ela,3,scared,
hyg2j66,3,confused,
hyg2j66,3,impressed,
hyg2vxn,3,confused,
hyg2vxn,3,impressed,
hyg31he,3,impressed,
hyg41qz,3,excited,
hyg41qz,3,confused,
hyg4ky2,3,confused,
hyg4ky2,3,excited,
hyg4ky2,3,impressed,
hyg4zai,3,confused,
hyg4zai,3,curious,
hyg53vv,3,confused,
hyg53vv,3,impressed,
hyg5iv6,3,confused,
hyg6tt9,3,disappointed,
hyg7ntu,3,confused,
hyg7ntu,3,curious,
hyg7ugs,3,confused,
hyg81xa,3,curious,
hyg88aw,3,confused,
hyg88aw,3,excited,
hyg950a,3,confused,
hyg950a,3,impressed,
hyg9e39,3,confused,
hygag6v,3,excited,
hygag6v,3,impressed,
hygapp6,3,confused,
hygaypc,3,confused,
hygc0n8,3,confused,
hygc0n8,3,shocked,
hygdrij,3,shocked,
hygdrij,3,excited,
hygdrij,3,confused,
hygetlg,3,confused,
hygetlg,3,curious,
hygetlg,3,intrigued,
hygevtz,3,shocked,
hygevtz,3,excited,
hygevtz,3,confused,
hygfdvn,3,confused,
hygfdvn,3,impressed,
hygfihl,3,confused,
hygfihl,3,concerned,
hygfto3,3,confused,
hygfto3,3,disappointed,
hygfto3,3,annoyed,
hygfzv4,3,confused,
hygg7ol,3,confused,
hygg7ol,3,impressed,
hyggehx,3,confused,
hyggi69,3,confused,
hygi0e6,3,confused,
hygkmeg,3,confused,
hygkmeg,3,scared,
hygkmeg,3,impressed,
hygkyp9,3,confused,
hygkyp9,3,curious,
hygl8yc,3,confused,
hygl8yc,3,scared,
hyglyho,3,confused,
hyglyho,3,impressed,
hygmblf,3,curious,
hygmblf,3,speculative,
hygmupd,3,confused,
hygmupd,3,curious,
hygnr4w,3,confused,
hygnr4w,3,curious,
hygo0ns,3,confused,
hygo0ns,3,impressed,
hygofxb,3,shocked,
hygofxb,3,confused,
hygooa2,3,confused,
hygooa2,3,scared,
hygoqz1,3,confused,
hygow0i,3,confused,
hygow0i,3,impressed,
hygpey7,3,curious,
hygpsyq,3,confused,
hygpsyq,3,angry,
hygpsyq,3,disappointed,
hygq0s5,3,curious,
hygq0s5,3,confused,
hygq0s5,3,excited,
hygq7fp,3,confused,
hygq7fp,3,curious,
hygqrgm,3,confused,
hygqrgm,3,impressed,
hygr5at,3,confused,
hygr5at,3,impressed,
hygr5xe,3,confused,
hygr6te,3,confused,
hygr6te,3,impressed,
hygrlca,3,amused,
hygrlca,3,annoyed,
hygrm2o,3,excited,
hygrnhc,3,confused,
hygrpr6,3,curious,
hygrpr6,3,concerned,
hygs1a9,3,confused,
hygs1a9,3,disappointed,
hygsilo,3,confused,
hygt6jr,3,sad,
hygt6jr,3,impressed,
hygtiau,3,curious,
hygtiau,3,intrigued,
hygtixn,3,excited,
hygtixn,3,confused,
hygvye8,3,confused,
hygvye8,3,impressed,
hygx7bw,3,confused,
hygx7bw,3,love,
hygy9il,3,confused,
hyh00f1,3,confused,
hyh0g5d,3,excited,
hyh0g5d,3,impressed,
hyh0g5d,3,confused,
hyh0r3c,3,confused,
hyh0r3c,3,angry,
hyh118y,3,confused,
hyh118y,3,disappointed,
hyh1t81,3,impressed,
hyh1t81,3,thoughtful,
hyh2472,3,sad,
hyh2472,3,scared,
hyh2472,3,confused,
hyh25or,3,amused,
hyh25or,3,confused,
hyh2en9,3,excited,
hyh2n49,3,confused,
hyh2n49,3,amused,
hyh310n,3,confused,
hyh310n,3,impressed,
hyh34ey,3,confused,
hyh34ey,3,impressed,
hyh38wy,3,confused,
hyh38wy,3,sad,
hyh3pd6,3,confused,
hyh3pd6,3,angry,
hyh451q,3,impressed,
hyh451q,3,confused,
hyh4ar9,3,love,
hyh4ar9,3,impressed,
hyh594o,3,confused,
hyh5qxn,3,confused,
hyh5qxn,3,concerned,
hyh6ubg,3,confused,
hyh6ubg,3,curious,
hyh813i,3,confused,
hyh813i,3,concerned,
hyhac99,3,confused,
hyhaf9g,3,confused,
hyhaf9g,3,scared,
hyhaite,3,confused,
hyhakzr,3,confused,
hyhbdut,3,excited,
hyhbijc,3,confused,
hyhclnc,3,confused,
hyhco3k,3,confused,
hyhco3k,3,disappointed,
hyhdhi1,3,confused,
hyhdhi1,3,disappointed,
hyhdjkp,3,excited,
hyhdm9t,3,impressed,
hyhdm9t,3,curious,
hyhdphb,3,impressed,
hyhdwn7,3,shocked,
hyhdwn7,3,confused,
hyhfi4h,3,confused,
hyhfi4h,3,impressed,
hyhfkfj,3,confused,
hyhh4hp,3,shocked,
hyhh4hp,3,confused,
hyhi727,3,confused,
hyhi727,3,impressed,
hyhj1kp,3,confused,
hyhj1kp,3,impressed,
hyhk635,3,shocked,
hyhk635,3,confused,
hyhk7pm,3,confused,
hyhk7pm,3,impressed,
hyhkfvi,3,confused,
hyhl1ty,3,confused,
hyhlwtl,3,confused,
hyhlwtl,3,impressed,
hyhmbts,3,shocked,
hyhmbts,3,impressed,
hyhmtw0,3,confused,
hyhmtw0,3,scared,
hyhmxji,3,shocked,
hyhmxji,3,scared,
hyhnm1z,3,thoughtful,
hyhqhor,3,shocked,
hyhqhor,3,confused,
hyhqhor,3,sad,
hyhs548,3,confused,
hyhs548,3,curious,
hyhs8yk,3,confused,
hyhs8yk,3,impressed,
hyhsm48,3,confused,
hyhsm48,3,sad,
hyhsqc2,3,excited,
hyhsudu,3,confused,
hyhsudu,3,impressed,
hyhswu5,3,sad,
hyhswu5,3,confused,
hyhsz4m,3,confused,
hyhsz4m,3,curious,
hyht0lg,3,confused,
hyht7tc,3,disappointed,
hyhtz10,3,disappointed,
hyhtz10,3,angry,
hyhtz10,3,hate,
hyhu8cw,3,confused,
hyhu8cw,3,curious,
hyhuct3,3,shocked,
hyhuct3,3,sad,
hyhuct3,3,confused,
hyhwmu6,3,confused,
hyhxp00,3,confused,
hyhxp00,3,curious,
hyhyzfj,3,sad,
hyhyzfj,3,confused,
hyhzkwr,3,amused,
hyi0isn,3,confused,
hyi13z5,3,confused,
hyi13z5,3,concerned,
hyi1qq4,3,confused,
hyi1qq4,3,impressed,
hyi3ret,3,confused,
hyi3ret,3,sad,
hyi3vpl,3,confused,
hyi41er,3,confused,
hyi41er,3,impressed,
hyi47yb,3,confused,
hyi47yb,3,impressed,
hyi4ek2,3,anxious,
hyi4ek2,3,concerned,
hyi4er0,3,confused,
hyi4er0,3,impressed,
hyiapod,3,uncomfortable,
hyibf4n,3,confused,
hyibf4n,3,curious,
hyibjvr,3,confused,
hyibjvr,3,concerned,
hyif0hx,3,confused,
hyif0hx,3,impressed,
hyigp86,3,confused,
hyigp86,3,interested,
hyihpv5,3,excited,
hyihpv5,3,impressed,
hyiigfr,3,confused,
hyij4ge,3,shocked,
hyij4ge,3,disgusted,
hyiq8eb,3,amused,
